Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Crocc2,1.692850827,-4.181657951,3.463519477,-1.207343565,0.22729986,NA
Slc4a9,1.686877887,-4.176914016,3.567265163,-1.170900907,0.24163861,NA
9530047P18Rik,1.690687018,-4.176080949,3.931391946,-1.062239788,0.288126841,NA
Cd3d,1.690687018,-4.176080949,3.931391946,-1.062239788,0.288126841,NA
Gm30084,1.690687018,-4.176080949,3.931391946,-1.062239788,0.288126841,NA
Gm35833,1.690687018,-4.176080949,3.931391946,-1.062239788,0.288126841,NA
Gm40127,1.690687018,-4.176080949,3.931391946,-1.062239788,0.288126841,NA
Gm40315,1.690687018,-4.176080949,3.931391946,-1.062239788,0.288126841,NA
Igkv13-87,1.690687018,-4.176080949,3.931391946,-1.062239788,0.288126841,NA
Kcns1,1.690687018,-4.176080949,3.931391946,-1.062239788,0.288126841,NA
Klra8,1.690687018,-4.176080949,3.931391946,-1.062239788,0.288126841,NA
Klrc1,1.690687018,-4.176080949,3.931391946,-1.062239788,0.288126841,NA
Rbp2,1.690687018,-4.176080949,3.931391946,-1.062239788,0.288126841,NA
Sfta2,1.690687018,-4.176080949,3.931391946,-1.062239788,0.288126841,NA
Tmem213,1.690687018,-4.176080949,3.931391946,-1.062239788,0.288126841,NA
Zic1,1.690687018,-4.176080949,3.931391946,-1.062239788,0.288126841,NA
Gm34159,1.676944411,-4.168722499,3.50125902,-1.190635276,0.233796797,NA
Mlana,1.667010935,-4.160481864,3.465917518,-1.200398406,0.229984648,NA
Triml1,1.667010935,-4.160481864,3.465917518,-1.200398406,0.229984648,NA
Sprr2a3,1.662866858,-4.152211186,3.591228915,-1.156208998,0.24759568,NA
5330429C05Rik,1.648956778,-4.140378466,3.529947249,-1.172929275,0.240824169,NA
Mymx,1.637210507,-4.135398077,3.468771263,-1.192179525,0.23319086,NA
H1f5,132.4764144,-4.124297409,1.095091837,-3.766165788,0.000165774,0.041841798
Gm5964,1.621136617,-4.116636739,3.492180032,-1.178815726,0.238471561,NA
Gm46444,1.61915635,-4.114846409,3.533152926,-1.164638637,0.244165297,NA
Hepacam2,1.61915635,-4.114846409,3.533152926,-1.164638637,0.244165297,NA
Csn1s1,1.597476603,-4.100365746,3.932714434,-1.042629923,0.297119725,NA
Gm31096,1.597476603,-4.100365746,3.932714434,-1.042629923,0.297119725,NA
Gm35584,1.597476603,-4.100365746,3.932714434,-1.042629923,0.297119725,NA
Gm38516,1.597476603,-4.100365746,3.932714434,-1.042629923,0.297119725,NA
Gm39478,1.597476603,-4.100365746,3.932714434,-1.042629923,0.297119725,NA
Gm39675,1.597476603,-4.100365746,3.932714434,-1.042629923,0.297119725,NA
Gm39759,1.597476603,-4.100365746,3.932714434,-1.042629923,0.297119725,NA
Gm39943,1.597476603,-4.100365746,3.932714434,-1.042629923,0.297119725,NA
Gm45983,1.597476603,-4.100365746,3.932714434,-1.042629923,0.297119725,NA
Gm46452,1.597476603,-4.100365746,3.932714434,-1.042629923,0.297119725,NA
Igkv12-46,1.597476603,-4.100365746,3.932714434,-1.042629923,0.297119725,NA
Mmp13,1.597476603,-4.100365746,3.932714434,-1.042629923,0.297119725,NA
4930404H11Rik,1.595312794,-4.094148769,3.504462916,-1.168267112,0.242699037,NA
Gm46597,1.595312794,-4.094148769,3.504462916,-1.168267112,0.242699037,NA
Gm46850,1.595312794,-4.094148769,3.504462916,-1.168267112,0.242699037,NA
Treml4,1.595312794,-4.094148769,3.504462916,-1.168267112,0.242699037,NA
Treml4,1.595312794,-4.094148769,3.504462916,-1.168267112,0.242699037,NA
Gm46604,5.957278753,-4.093479315,2.488485516,-1.64496811,0.099976388,0.999842552
Gm29826,1.593316457,-4.092625233,3.536159969,-1.157364279,0.247123562,NA
BC051537,1.587359585,-4.085422004,2.204289449,-1.853396343,0.063825571,NA
Sgo2a,8.709277524,-4.07204304,2.051363293,-1.985042364,0.047139758,0.999842552
B3gnt6,1.551586217,-4.055713825,3.933527286,-1.031062843,0.302511351,NA
Cerkl,1.551586217,-4.055713825,3.933527286,-1.031062843,0.302511351,NA
Gm30102,1.551586217,-4.055713825,3.933527286,-1.031062843,0.302511351,NA
Gm34636,1.551586217,-4.055713825,3.933527286,-1.031062843,0.302511351,NA
Gm41273,1.551586217,-4.055713825,3.933527286,-1.031062843,0.302511351,NA
Gm46173,1.551586217,-4.055713825,3.933527286,-1.031062843,0.302511351,NA
Myl3,1.551586217,-4.055713825,3.933527286,-1.031062843,0.302511351,NA
Slc17a4,1.551586217,-4.055713825,3.933527286,-1.031062843,0.302511351,NA
Tmem132e,1.551586217,-4.055713825,3.933527286,-1.031062843,0.302511351,NA
Spdye4c,1.523782126,-4.030438852,3.544643979,-1.137050399,0.255517217,NA
1700015G11Rik,1.521618316,-4.023741847,3.934124852,-1.022779398,0.306412161,NA
4930517G24Rik,1.521618316,-4.023741847,3.934124852,-1.022779398,0.306412161,NA
Gm20187,1.521618316,-4.023741847,3.934124852,-1.022779398,0.306412161,NA
Gm31282,1.521618316,-4.023741847,3.934124852,-1.022779398,0.306412161,NA
Gm32735,1.521618316,-4.023741847,3.934124852,-1.022779398,0.306412161,NA
Gm33418,1.521618316,-4.023741847,3.934124852,-1.022779398,0.306412161,NA
Gm33770,1.521618316,-4.023741847,3.934124852,-1.022779398,0.306412161,NA
Gm34301,1.521618316,-4.023741847,3.934124852,-1.022779398,0.306412161,NA
Gm39994,1.521618316,-4.023741847,3.934124852,-1.022779398,0.306412161,NA
Gm41022,1.521618316,-4.023741847,3.934124852,-1.022779398,0.306412161,NA
Gm41070,1.521618316,-4.023741847,3.934124852,-1.022779398,0.306412161,NA
Gm5432,1.521618316,-4.023741847,3.934124852,-1.022779398,0.306412161,NA
Hemgn,1.521618316,-4.023741847,3.934124852,-1.022779398,0.306412161,NA
Ttr,1.521618316,-4.023741847,3.934124852,-1.022779398,0.306412161,NA
Upk2,1.521618316,-4.023741847,3.934124852,-1.022779398,0.306412161,NA
9130015A21Rik,1.511852313,-4.019768836,3.514403421,-1.143798351,0.252707274,NA
E230015B07Rik,1.511852313,-4.019768836,3.514403421,-1.143798351,0.252707274,NA
Gm33583,1.511852313,-4.019768836,3.514403421,-1.143798351,0.252707274,NA
Gm39377,1.511852313,-4.019768836,3.514403421,-1.143798351,0.252707274,NA
Gm14829,1.49993857,-4.008513882,3.612518333,-1.109617589,0.267163849,NA
Gm36744,1.49993857,-4.008513882,3.612518333,-1.109617589,0.267163849,NA
Lyrm7os,1.482051885,-3.992101526,3.550318417,-1.124434785,0.260828622,NA
Prdm16os,1.479888076,-3.984252932,3.580963264,-1.112620443,0.265871477,NA
C230037L18Rik,1.465977996,-3.971102276,3.558095495,-1.116075238,0.264389931,NA
1700003M07Rik,1.452251457,-3.963150831,3.935294024,-1.00707871,0.313896951,NA
4930453L07Rik,1.452251457,-3.963150831,3.935294024,-1.00707871,0.313896951,NA
Arrdc5,1.452251457,-3.963150831,3.935294024,-1.00707871,0.313896951,NA
Fam83c,1.452251457,-3.963150831,3.935294024,-1.00707871,0.313896951,NA
Foxd3,1.452251457,-3.963150831,3.935294024,-1.00707871,0.313896951,NA
Foxl1,1.452251457,-3.963150831,3.935294024,-1.00707871,0.313896951,NA
Gm30525,1.452251457,-3.963150831,3.935294024,-1.00707871,0.313896951,NA
Klk1b27,1.452251457,-3.963150831,3.935294024,-1.00707871,0.313896951,NA
Sis,1.452251457,-3.963150831,3.935294024,-1.00707871,0.313896951,NA
Sncb,1.452251457,-3.963150831,3.935294024,-1.00707871,0.313896951,NA
Xkr7,1.452251457,-3.963150831,3.935294024,-1.00707871,0.313896951,NA
Gm12621,1.452067916,-3.957883571,3.560110496,-1.111730542,0.266254024,NA
Gm31092,1.450087648,-3.955851444,3.58535634,-1.103335643,0.269881433,NA
Gm41556,1.450087648,-3.955851444,3.58535634,-1.103335643,0.269881433,NA
Gm46816,1.438157835,-3.944570639,3.587255392,-1.09960686,0.271503452,NA
Slc34a2,1.426244092,-3.93280794,3.563892474,-1.103514758,0.269803686,NA
Gm39696,1.402400536,-3.909446432,3.567597784,-1.0958204,0.273157379,NA
Gm7988,1.402400536,-3.909446432,3.567597784,-1.0958204,0.273157379,NA
Prop1,1.402400536,-3.909446432,3.567597784,-1.0958204,0.273157379,NA
4933429K18Rik,1.396427595,-3.903751493,3.936488499,-0.991683704,0.321351843,NA
Gm33605,1.396427595,-3.903751493,3.936488499,-0.991683704,0.321351843,NA
Gm39285,1.396427595,-3.903751493,3.936488499,-0.991683704,0.321351843,NA
Gm40816,1.396427595,-3.903751493,3.936488499,-0.991683704,0.321351843,NA
Gm41495,1.396427595,-3.903751493,3.936488499,-0.991683704,0.321351843,NA
Gm41659,1.396427595,-3.903751493,3.936488499,-0.991683704,0.321351843,NA
Gm46275,1.396427595,-3.903751493,3.936488499,-0.991683704,0.321351843,NA
Gm46515,1.396427595,-3.903751493,3.936488499,-0.991683704,0.321351843,NA
Slc22a26,1.396427595,-3.903751493,3.936488499,-0.991683704,0.321351843,NA
Spata20,1.396427595,-3.903751493,3.936488499,-0.991683704,0.321351843,NA
Trim40,1.394447328,-3.90251709,2.244204308,-1.738931289,0.08204685,NA
Trim40,1.394447328,-3.90251709,2.244204308,-1.738931289,0.08204685,NA
Trim40,1.394447328,-3.90251709,2.244204308,-1.738931289,0.08204685,NA
Pabpn1,3939.316899,-3.875576085,0.872099861,-4.443959067,8.83E-06,0.004982823
A930035F09Rik,1.366627167,-3.873915726,3.599026649,-1.076378728,0.281757912,NA
Gm30311,1.366627167,-3.873915726,3.599026649,-1.076378728,0.281757912,NA
Gm42008,1.356693691,-3.863841527,3.575217464,-1.080729093,0.279817638,NA
1700049E15Rik,1.352549614,-3.853398593,3.937539983,-0.978630975,0.327762349,NA
2310034C09Rik,1.352549614,-3.853398593,3.937539983,-0.978630975,0.327762349,NA
4930470P17Rik,1.352549614,-3.853398593,3.937539983,-0.978630975,0.327762349,NA
Adgb,1.352549614,-3.853398593,3.937539983,-0.978630975,0.327762349,NA
Fga,1.352549614,-3.853398593,3.937539983,-0.978630975,0.327762349,NA
Gja8,1.352549614,-3.853398593,3.937539983,-0.978630975,0.327762349,NA
Gm1715,1.352549614,-3.853398593,3.937539983,-0.978630975,0.327762349,NA
Gm31774,1.352549614,-3.853398593,3.937539983,-0.978630975,0.327762349,NA
Gm32644,1.352549614,-3.853398593,3.937539983,-0.978630975,0.327762349,NA
Gm34372,1.352549614,-3.853398593,3.937539983,-0.978630975,0.327762349,NA
Gm38601,1.352549614,-3.853398593,3.937539983,-0.978630975,0.327762349,NA
Gm38856,1.352549614,-3.853398593,3.937539983,-0.978630975,0.327762349,NA
Gm39452,1.352549614,-3.853398593,3.937539983,-0.978630975,0.327762349,NA
Gm40662,1.352549614,-3.853398593,3.937539983,-0.978630975,0.327762349,NA
Gm4123,1.352549614,-3.853398593,3.937539983,-0.978630975,0.327762349,NA
Gm41522,1.352549614,-3.853398593,3.937539983,-0.978630975,0.327762349,NA
Gm45609,1.352549614,-3.853398593,3.937539983,-0.978630975,0.327762349,NA
Gm46868,1.352549614,-3.853398593,3.937539983,-0.978630975,0.327762349,NA
Gm5662,1.352549614,-3.853398593,3.937539983,-0.978630975,0.327762349,NA
Mipol1,1.352549614,-3.853398593,3.937539983,-0.978630975,0.327762349,NA
Pvrig,1.352549614,-3.853398593,3.937539983,-0.978630975,0.327762349,NA
Rpl29-ps1,1.352549614,-3.853398593,3.937539983,-0.978630975,0.327762349,NA
Trav5d-4,1.352549614,-3.853398593,3.937539983,-0.978630975,0.327762349,NA
Gm34746,16.8696313,-3.849082584,1.658071204,-2.321421766,0.020264092,0.999842552
Gm32322,1.336826739,-3.843392112,3.60433728,-1.066324213,0.286277108,NA
4930459C07Rik,1.307026312,-3.811497469,3.938443157,-0.967767546,0.333160475,NA
4930519F16Rik,1.307026312,-3.811497469,3.938443157,-0.967767546,0.333160475,NA
9130015G15Rik,1.307026312,-3.811497469,3.938443157,-0.967767546,0.333160475,NA
Aldh3b2,1.307026312,-3.811497469,3.938443157,-0.967767546,0.333160475,NA
Alx4,1.307026312,-3.811497469,3.938443157,-0.967767546,0.333160475,NA
C130083M11Rik,1.307026312,-3.811497469,3.938443157,-0.967767546,0.333160475,NA
Gm21123,1.307026312,-3.811497469,3.938443157,-0.967767546,0.333160475,NA
Gm30400,1.307026312,-3.811497469,3.938443157,-0.967767546,0.333160475,NA
Gm30754,1.307026312,-3.811497469,3.938443157,-0.967767546,0.333160475,NA
Gm31745,1.307026312,-3.811497469,3.938443157,-0.967767546,0.333160475,NA
Gm32309,1.307026312,-3.811497469,3.938443157,-0.967767546,0.333160475,NA
Gm35018,1.307026312,-3.811497469,3.938443157,-0.967767546,0.333160475,NA
Gm36522,1.307026312,-3.811497469,3.938443157,-0.967767546,0.333160475,NA
Gm40996,1.307026312,-3.811497469,3.938443157,-0.967767546,0.333160475,NA
Gm46052,1.307026312,-3.811497469,3.938443157,-0.967767546,0.333160475,NA
Gm46122,1.307026312,-3.811497469,3.938443157,-0.967767546,0.333160475,NA
Olfr701,1.307026312,-3.811497469,3.938443157,-0.967767546,0.333160475,NA
Rian,1.307026312,-3.811497469,3.938443157,-0.967767546,0.333160475,NA
Vmn2r-ps54,1.307026312,-3.811497469,3.938443157,-0.967767546,0.333160475,NA
Gm11462,1.310819374,-3.809210296,3.645788963,-1.044824683,0.296104005,NA
Gm1043,1.296909294,-3.79442743,3.63304607,-1.0444204,0.296290929,NA
Slc6a3,1.296909294,-3.79442743,3.63304607,-1.0444204,0.296290929,NA
Gm32773,1.282999214,-3.779544758,3.651458762,-1.035078034,0.30063247,NA
1700013H16Rik,1.281018946,-3.777206486,3.651797124,-1.034341821,0.300976392,NA
Tlr11,1.281018946,-3.777206486,3.651797124,-1.034341821,0.300976392,NA
Gm16050,1.277042342,-3.770409488,2.347265061,-1.606298986,0.108208233,NA
Mfsd6l,1.269089134,-3.764525068,3.708424282,-1.015127931,0.310044849,NA
H2-DMb1,1.263132262,-3.756408266,2.299903968,-1.63328918,0.102408191,NA
H2-DMb1,1.263132262,-3.756408266,2.299903968,-1.63328918,0.102408191,NA
Lyrm2,4.697329659,-3.755510803,2.517296794,-1.491882408,0.135729975,0.999842552
1700026J14Rik,1.25717539,-3.751206118,3.641178164,-1.030217679,0.302907832,NA
4930483J18Rik,1.25717539,-3.751206118,3.641178164,-1.030217679,0.302907832,NA
Gm7568,1.25717539,-3.751206118,3.641178164,-1.030217679,0.302907832,NA
Gm3785,1.253198786,-3.746311434,2.296905542,-1.631025467,0.102884946,NA
9530082P21Rik,114.7615187,-3.736855772,1.520057799,-2.458364264,NA,NA
Gm40331,5.275164152,-3.736800472,3.713758776,-1.006204414,0.314317249,0.999842552
Akain1,1.241268973,-3.733876561,3.940186574,-0.947639532,0.343312994,NA
Arhgap33os,1.241268973,-3.733876561,3.940186574,-0.947639532,0.343312994,NA
Bpifa3,1.241268973,-3.733876561,3.940186574,-0.947639532,0.343312994,NA
F630042J09Rik,1.241268973,-3.733876561,3.940186574,-0.947639532,0.343312994,NA
Gm15897,1.241268973,-3.733876561,3.940186574,-0.947639532,0.343312994,NA
Gm31439,1.241268973,-3.733876561,3.940186574,-0.947639532,0.343312994,NA
Gm36893,1.241268973,-3.733876561,3.940186574,-0.947639532,0.343312994,NA
Gm40202,1.241268973,-3.733876561,3.940186574,-0.947639532,0.343312994,NA
Gm41440,1.241268973,-3.733876561,3.940186574,-0.947639532,0.343312994,NA
Gm41797,1.241268973,-3.733876561,3.940186574,-0.947639532,0.343312994,NA
Gm6787,1.241268973,-3.733876561,3.940186574,-0.947639532,0.343312994,NA
H1f6,1.241268973,-3.733876561,3.940186574,-0.947639532,0.343312994,NA
Kcnip1,1.241268973,-3.733876561,3.940186574,-0.947639532,0.343312994,NA
Platr3,1.241268973,-3.733876561,3.940186574,-0.947639532,0.343312994,NA
Ajm1,16.88323662,-3.731453696,1.462102596,-2.552114816,0.010707123,0.736426826
Gm39284,1.233331834,-3.724773819,3.662173243,-1.017093832,0.309108794,NA
Gm39784,1.233331834,-3.724773819,3.662173243,-1.017093832,0.309108794,NA
Btnl1,1.221402022,-3.711586314,3.719627597,-0.997838148,0.318357848,NA
Gm31233,1.221402022,-3.711586314,3.719627597,-0.997838148,0.318357848,NA
Gm30456,1.211468546,-3.70034934,3.667320953,-1.009006135,0.312971692,NA
Trim54,1.20153507,-3.689005347,3.653931698,-1.009598879,0.312687507,NA
Vtcn1,1.20153507,-3.689005347,3.653931698,-1.009598879,0.312687507,NA
Zfp474,1.20153507,-3.689005347,3.653931698,-1.009598879,0.312687507,NA
Gm31677,1.191601594,-3.677530055,3.672067038,-1.001487723,0.316591073,NA
Zfp990,1.181668118,-3.66587913,3.729667462,-0.982897046,0.325658112,NA
E330011O21Rik,55.69597204,-3.6621604,1.945046367,-1.882813933,0.059725588,0.999842552
4930433N12Rik,1.183480913,-3.660219804,3.941929189,-0.928535148,0.353130044,NA
5830411N06Rik,1.183480913,-3.660219804,3.941929189,-0.928535148,0.353130044,NA
AU022793,1.183480913,-3.660219804,3.941929189,-0.928535148,0.353130044,NA
C1qtnf9,1.183480913,-3.660219804,3.941929189,-0.928535148,0.353130044,NA
C530043A13Rik,1.183480913,-3.660219804,3.941929189,-0.928535148,0.353130044,NA
Ceacam12,1.183480913,-3.660219804,3.941929189,-0.928535148,0.353130044,NA
Cnih3,1.183480913,-3.660219804,3.941929189,-0.928535148,0.353130044,NA
Gm2164,1.183480913,-3.660219804,3.941929189,-0.928535148,0.353130044,NA
Gm30283,1.183480913,-3.660219804,3.941929189,-0.928535148,0.353130044,NA
Gm30968,1.183480913,-3.660219804,3.941929189,-0.928535148,0.353130044,NA
Gm32186,1.183480913,-3.660219804,3.941929189,-0.928535148,0.353130044,NA
Gm32389,1.183480913,-3.660219804,3.941929189,-0.928535148,0.353130044,NA
Gm35117,1.183480913,-3.660219804,3.941929189,-0.928535148,0.353130044,NA
Gm35362,1.183480913,-3.660219804,3.941929189,-0.928535148,0.353130044,NA
Gm36372,1.183480913,-3.660219804,3.941929189,-0.928535148,0.353130044,NA
Gm41301,1.183480913,-3.660219804,3.941929189,-0.928535148,0.353130044,NA
Gm41713,1.183480913,-3.660219804,3.941929189,-0.928535148,0.353130044,NA
Gm4316,1.183480913,-3.660219804,3.941929189,-0.928535148,0.353130044,NA
Klk7,1.183480913,-3.660219804,3.941929189,-0.928535148,0.353130044,NA
Lhx3,1.183480913,-3.660219804,3.941929189,-0.928535148,0.353130044,NA
Mir3109,1.183480913,-3.660219804,3.941929189,-0.928535148,0.353130044,NA
Nkx2-1,1.183480913,-3.660219804,3.941929189,-0.928535148,0.353130044,NA
Ssx9,1.183480913,-3.660219804,3.941929189,-0.928535148,0.353130044,NA
Gm31746,1.169570833,-3.643673518,3.89513872,-0.935441272,0.349560936,NA
Gm6463,1.169570833,-3.643673518,3.89513872,-0.935441272,0.349560936,NA
9130227L01Rik,1.161801166,-3.642006091,3.942373868,-0.923810428,0.355585025,NA
Doc2g,1.161801166,-3.642006091,3.942373868,-0.923810428,0.355585025,NA
Gm10318,1.161801166,-3.642006091,3.942373868,-0.923810428,0.355585025,NA
Gm11884,1.161801166,-3.642006091,3.942373868,-0.923810428,0.355585025,NA
Gm14010,1.161801166,-3.642006091,3.942373868,-0.923810428,0.355585025,NA
Gm16998,1.161801166,-3.642006091,3.942373868,-0.923810428,0.355585025,NA
Gm25136,1.161801166,-3.642006091,3.942373868,-0.923810428,0.355585025,NA
Gm29679,1.161801166,-3.642006091,3.942373868,-0.923810428,0.355585025,NA
Gm31157,1.161801166,-3.642006091,3.942373868,-0.923810428,0.355585025,NA
Gm31674,1.161801166,-3.642006091,3.942373868,-0.923810428,0.355585025,NA
Gm32633,1.161801166,-3.642006091,3.942373868,-0.923810428,0.355585025,NA
Gm32759,1.161801166,-3.642006091,3.942373868,-0.923810428,0.355585025,NA
Gm34107,1.161801166,-3.642006091,3.942373868,-0.923810428,0.355585025,NA
Gm34924,1.161801166,-3.642006091,3.942373868,-0.923810428,0.355585025,NA
Gm36696,1.161801166,-3.642006091,3.942373868,-0.923810428,0.355585025,NA
Gm40376,1.161801166,-3.642006091,3.942373868,-0.923810428,0.355585025,NA
Gm41838,1.161801166,-3.642006091,3.942373868,-0.923810428,0.355585025,NA
Gm42221,1.161801166,-3.642006091,3.942373868,-0.923810428,0.355585025,NA
Gm42223,1.161801166,-3.642006091,3.942373868,-0.923810428,0.355585025,NA
Gm46494,1.161801166,-3.642006091,3.942373868,-0.923810428,0.355585025,NA
Gm7168,1.161801166,-3.642006091,3.942373868,-0.923810428,0.355585025,NA
Golga7b,1.161801166,-3.642006091,3.942373868,-0.923810428,0.355585025,NA
Htr3b,1.161801166,-3.642006091,3.942373868,-0.923810428,0.355585025,NA
Mpl,1.161801166,-3.642006091,3.942373868,-0.923810428,0.355585025,NA
Nctc1,1.161801166,-3.642006091,3.942373868,-0.923810428,0.355585025,NA
Opn5,1.161801166,-3.642006091,3.942373868,-0.923810428,0.355585025,NA
Rxfp4,1.161801166,-3.642006091,3.942373868,-0.923810428,0.355585025,NA
Sh2d1b1,1.161801166,-3.642006091,3.942373868,-0.923810428,0.355585025,NA
Vsx1,1.161801166,-3.642006091,3.942373868,-0.923810428,0.355585025,NA
Xirp2,1.161801166,-3.642006091,3.942373868,-0.923810428,0.355585025,NA
Zfp42,1.161801166,-3.642006091,3.942373868,-0.923810428,0.355585025,NA
Cdhr3,2.429039034,-3.639270377,2.538765755,-1.433480174,0.151720661,0.999842552
